timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-20T22:00:11,net-zero-test,0346625c-00fc-4a2e-8a6a-83ba03db8091,235b1da5-aaaa-aaaa-aaaa-893681599d2c,3.681448499963153,2.1278924280594292e-08,5.780041274733917e-09,1.6854,0.192,3.0,1.5190582342923154e-07,1.0551929333247249e-07,2.6546281248253464e-07,5.228879292442386e-07,0.0,Sweden,SWE,skåne county,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,1.0,Apple M1,12.9982,55.6078,16.0,process,0,0,0,0,N,1.0,0.0,,
2026-02-20T22:01:37,net-zero-test,2e9a2c8e-e799-4152-b34b-a4d311e9f062,235b1da5-aaaa-aaaa-aaaa-893681599d2c,0.3631761250435374,3.259548447311827e-08,8.975117642772012e-08,5.0,0.0,3.0,5.042855319819258e-07,0.0,2.9668472168850714e-07,8.00970253670433e-07,0.0,Sweden,SWE,skåne county,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,,,12.9982,55.6078,16.0,process,0,0,0,0,N,1.0,0.0,,
2026-02-20T22:02:42,net-zero-test,23471d7f-6bf4-4ffc-aa51-40e45d778b72,235b1da5-aaaa-aaaa-aaaa-893681599d2c,0.3452141670277342,3.101629805112632e-08,8.98465387969854e-08,5.0,0.0,3.0,4.793622680558151e-07,0.0,2.828025691754496e-07,7.621648372312647e-07,0.0,Sweden,SWE,skåne county,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,,,12.9982,55.6078,16.0,process,0,0,0,0,N,1.0,0.0,,
2026-02-20T22:03:35,net-zero-test,f9542b0a-5c1c-4f0f-8d37-b4d1532609a1,235b1da5-aaaa-aaaa-aaaa-893681599d2c,3.69883841695264,1.8682627713468613e-08,5.050944541897738e-09,0.7436999999999999,0.179,3.0,7.226450266045382e-08,9.993389344148457e-08,2.868906249932479e-07,4.590890210951863e-07,0.0,Sweden,SWE,skåne county,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,1.0,Apple M1,12.9982,55.6078,16.0,process,0,0,0,0,N,1.0,0.0,,
2026-02-20T22:04:09,net-zero-test,4b6c0ab9-79f5-4581-99d0-2243a512a768,235b1da5-aaaa-aaaa-aaaa-893681599d2c,3.746107625018339,2.730222921772301e-09,7.288159324463976e-10,2.8102,0.1863999999999999,3.0,2.867618178326456e-07,1.0548216783202305e-07,3.011714933381882e-07,6.934154790028568e-07,0.0,Canada,CAN,quebec,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,1.0,Apple M1,-71.2,46.8,16.0,process,0,0,0,0,N,1.0,0.0,,
2026-02-20T22:04:30,net-zero-test,b4900228-c824-453a-b700-cdea6e001665,235b1da5-aaaa-aaaa-aaaa-893681599d2c,3.739087042049505,2.2068957790731068e-08,5.902231625673634e-09,1.211,0.2271,3.0,1.2058745536062312e-07,1.2781448742396122e-07,2.9389951416912176e-07,5.42301456953706e-07,0.0,Sweden,SWE,skåne county,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,1.0,Apple M1,12.9982,55.6078,16.0,process,0,0,0,0,N,1.0,0.0,,
